Y,X1,X2,X3,X4,X5,X6,regret,iteration
0.5533781,0.30663592,0.6622059,0.8830539,0.5602024,0.17229217,0.02916634,0.44452542,0.0
0.6067103,0.3075835,0.6957728,0.86172616,0.5305858,0.17229217,0.02916634,0.44452542,1.0
0.6435201,0.30819523,0.7331882,0.83781445,0.4971957,0.17222784,0.029125316,0.44452542,2.0
0.67145103,0.30941477,0.77329004,0.812006,0.46133864,0.17222784,0.029125318,0.44452542,3.0
0.63666564,0.31071314,0.81542933,0.7850605,0.42338285,0.17222784,0.029125324,0.44452542,4.0
0.5997815,0.3192753,0.8522439,0.7612248,0.38499328,0.17222784,0.029125324,0.44452542,5.0
0.58033514,0.32486126,0.8617871,0.752396,0.3777153,0.17024827,0.030673701,0.44452542,6.0
0.585485,0.3239927,0.86158925,0.7523232,0.37784135,0.17024827,0.030673701,0.44452542,7.0
0.5781096,0.31822398,0.8619302,0.75151217,0.3772391,0.1694163,0.030673701,0.44452542,8.0
0.63669765,0.3450071,0.87054104,0.7612248,0.38499328,0.17222784,0.029125324,0.44452542,9.0
0.48732093,0.2888539,0.8526466,0.7652927,0.36064604,0.1668836,0.033160016,0.44452542,10.0
0.59520334,0.32486126,0.8617871,0.752396,0.3777153,0.17024827,0.030673701,0.44452542,11.0
0.6073663,0.35514396,0.8649245,0.77110684,0.37351578,0.16883664,0.023342574,0.44452542,12.0
0.5740595,0.3205935,0.8676965,0.7596212,0.37788373,0.17187984,0.02916061,0.44452542,13.0
0.5650866,0.32021937,0.8632892,0.75873905,0.3753645,0.17222784,0.029125324,0.44452542,14.0
0.5393134,0.30254313,0.8584515,0.7462578,0.3763991,0.17105687,0.028864177,0.44452542,15.0
0.53471553,0.29786468,0.86237556,0.75283957,0.37683174,0.16981544,0.032707505,0.44452542,16.0
0.58329934,0.31255698,0.87484163,0.7612248,0.38499328,0.17222784,0.029125324,0.44452542,17.0
0.5517236,0.3012874,0.86153847,0.7406169,0.38453874,0.16798583,0.027042191,0.44452542,18.0
0.58270407,0.31047088,0.87213945,0.7571016,0.38544992,0.1704056,0.0319418,0.44452542,19.0
0.56499684,0.31602496,0.8568594,0.7447921,0.3771594,0.17343646,0.027493695,0.44452542,20.0
0.55425566,0.29907408,0.8844739,0.78506786,0.38355708,0.17351086,0.02414465,0.44452542,21.0
0.5501966,0.31652,0.85900533,0.75431895,0.37182266,0.17222784,0.029125324,0.44452542,22.0
0.60544163,0.32385704,0.8749539,0.7608342,0.38499328,0.17222784,0.029125324,0.44452542,23.0
0.64954925,0.36574242,0.8673406,0.7594025,0.38614723,0.1749768,0.028295722,0.44452542,24.0
0.633271,0.36764094,0.8564613,0.7598171,0.3767586,0.17485611,0.0275221,0.44452542,25.0
0.5183495,0.28447548,0.8736407,0.776802,0.3766087,0.1780446,0.02842957,0.44452542,26.0
0.5954745,0.32157302,0.8741651,0.7612703,0.38617,0.17222784,0.029125324,0.44452542,27.0
0.5535766,0.29608026,0.867227,0.7487538,0.3850499,0.17163305,0.03054114,0.44452542,28.0
0.54659414,0.3137182,0.8557513,0.752396,0.37170058,0.16982533,0.030834816,0.44452542,29.0
0.6662468,0.34241155,0.87508357,0.7437882,0.40206245,0.17222784,0.029125324,0.44452542,30.0
0.56127983,0.31457335,0.857287,0.7534344,0.36962065,0.17300636,0.02903259,0.44452542,31.0
0.58187735,0.3211674,0.8594959,0.7522933,0.37581682,0.17501989,0.02830477,0.44452542,32.0
0.6063226,0.33166856,0.8689181,0.7633146,0.3785095,0.17222784,0.029125324,0.44452542,33.0
0.6376989,0.34953818,0.86829543,0.759248,0.38375065,0.16959351,0.02962804,0.44452542,34.0
0.6054529,0.33116457,0.8711669,0.7599468,0.3842383,0.1720599,0.028859561,0.44452542,35.0
0.6042682,0.34742475,0.8579397,0.7598381,0.3730327,0.17026988,0.032541353,0.44452542,36.0
0.5867598,0.3115665,0.8729369,0.7608899,0.38449317,0.17216288,0.029052783,0.44452542,37.0
0.5888646,0.3125016,0.87320447,0.7595852,0.38513866,0.17235059,0.02911711,0.44452542,38.0
0.5051826,0.28703284,0.8518304,0.75211865,0.36805522,0.1652833,0.037642084,0.44452542,39.0
0.57076466,0.31330884,0.86177015,0.7523714,0.37764713,0.17024827,0.030674193,0.44452542,40.0
0.5955392,0.31660107,0.8749325,0.7612248,0.38499328,0.17222784,0.029125324,0.44452542,41.0
0.5424589,0.29154873,0.8788248,0.7678839,0.38499328,0.17222784,0.029125324,0.44452542,42.0
0.6553879,0.35097674,0.86578524,0.7530141,0.3865646,0.17053129,0.033934966,0.44452542,43.0
0.56512105,0.3137622,0.8607698,0.75057733,0.37765083,0.16861147,0.03178171,0.44452542,44.0
0.6103453,0.32734492,0.8748855,0.7612248,0.38499328,0.17222784,0.029125324,0.44452542,45.0
0.6138199,0.3350621,0.87269336,0.7612248,0.38499328,0.17222784,0.029125325,0.44452542,46.0
0.65550625,0.3574818,0.86817336,0.761851,0.38493225,0.17231059,0.025111327,0.44452542,47.0
0.65132356,0.35191923,0.860955,0.7458697,0.38637358,0.17283292,0.029504873,0.44452542,48.0
0.5680656,0.3157033,0.8591563,0.7534551,0.37326798,0.17240602,0.0290721,0.44452542,49.0
0.6457701,0.32324764,0.8904147,0.7698918,0.4020613,0.18097864,0.038710162,0.44452542,50.0
0.58360904,0.3183993,0.86379755,0.74283993,0.38499328,0.17222784,0.029125325,0.44452542,51.0
0.5712478,0.3151551,0.8587976,0.7521916,0.37358624,0.17222784,0.029125325,0.44452542,52.0
