x_next,nearest_anchor,dist_to_nearest_anchor,nearest_anchor_radius,escaped_nearest_ball
"[0.43270641565322876, 0.8985581994056702, 0.9802898168563843, 0.35156285762786865, 0.5982256531715393, 0.2352394014596939]",0,0.02343280240893364,0.023432791233062744,False
"[0.43914419412612915, 0.9010706543922424, 0.9969120025634766, 0.3538340628147125, 0.6129220128059387, 0.23216120898723602]",1,0.0235514584928751,0.02355147711932659,False
"[0.4629168212413788, 0.9110835194587708, 0.9969120025634766, 0.3538340628147125, 0.6129220128059387, 0.23216120898723602]",2,0.025795256718993187,0.025795258581638336,False
"[0.4649394452571869, 0.9010706543922424, 0.9969120025634766, 0.3538340628147125, 0.6129220128059387, 0.23216120898723602]",3,0.010215110145509243,0.023014824837446213,False
"[0.4897304177284241, 0.9010706543922424, 0.9969120025634766, 0.3538340628147125, 0.6129220128059387, 0.23216120898723602]",4,0.024790972471237183,0.024790985509753227,False
"[0.4897304177284241, 0.9010706543922424, 0.9969120025634766, 0.3538340628147125, 0.6129220128059387, 0.23216120898723602]",5,0.0,0.0205237939953804,False
"[0.5115072727203369, 0.9010706543922424, 0.9969120025634766, 0.3538340628147125, 0.6129220128059387, 0.23216120898723602]",5,0.021776854991912842,0.0205237939953804,True
"[0.5298687815666199, 0.9010706543922424, 0.9969120025634766, 0.3538340628147125, 0.6129220128059387, 0.23216120898723602]",7,0.01836150884628296,0.01836153119802475,False
"[0.5473254323005676, 0.9018437266349792, 0.9969120025634766, 0.3538340628147125, 0.6129220128059387, 0.23216120898723602]",8,0.01747376099228859,0.01747378334403038,False
"[0.5616613030433655, 0.9029954075813293, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",9,0.01504126563668251,0.015041273087263107,False
"[0.562366247177124, 0.9019642472267151, 0.9969120025634766, 0.3538340628147125, 0.6129220128059387, 0.23216120898723602]",10,0.004577810876071453,0.012590384110808372,False
"[0.5742215514183044, 0.9038658738136292, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",10,0.012590375728905201,0.012590384110808372,False
"[0.5865644812583923, 0.9038658738136292, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",12,0.01234292984008789,0.012342938221991062,False
"[0.5957042574882507, 0.9038658738136292, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",13,0.009139776229858398,0.009139756672084332,False
"[0.6049211025238037, 0.9038658738136292, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",14,0.009216845035552979,0.009216871112585068,False
"[0.6112399697303772, 0.9038658738136292, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",15,0.006318867206573486,0.006318878382444382,False
"[0.6112399697303772, 0.9038658738136292, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",16,0.0,0.005956373643130064,False
"[0.6171963214874268, 0.9038658738136292, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",16,0.0059563517570495605,0.005956373643130064,False
"[0.6237882375717163, 0.9038658738136292, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",18,0.006591916084289551,0.006591928191483021,False
"[0.6284088492393494, 0.9041711688041687, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",19,0.00463068624958396,0.004630675073713064,False
"[0.6237882375717163, 0.9038658738136292, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",19,0.0,0.004630675073713064,False
"[0.6288379430770874, 0.9038658738136292, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",20,0.0005266180378384888,0.0038726278580725193,False
"[0.6328217387199402, 0.9038658738136292, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",22,0.003983795642852783,0.003983789589256048,False
"[0.6328217387199402, 0.9038658738136292, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",23,0.0,0.004295590799301863,False
"[0.637117326259613, 0.9038658738136292, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",23,0.0042955875396728516,0.004295590799301863,False
"[0.6399067044258118, 0.9038658738136292, 0.9999350905418396, 0.35502880811691284, 0.6158934831619263, 0.23216120898723602]",25,0.0027893781661987305,0.002789389109238982,False
"[0.6432011127471924, 0.9038694500923157, 0.9999691247940063, 0.3550204634666443, 0.615923285484314, 0.23216120898723602]",26,0.003294731490314007,0.003294756170362234,False
"[0.645440936088562, 0.9038694500923157, 0.9999691247940063, 0.3550204634666443, 0.615923285484314, 0.23216120898723602]",27,0.002239823341369629,0.002239852910861373,False
"[0.6482320427894592, 0.9038694500923157, 0.9999691247940063, 0.3550204634666443, 0.615923285484314, 0.23216120898723602]",28,0.002791106700897217,0.0027910976205021143,False
"[0.6508418917655945, 0.9038694500923157, 0.9999691247940063, 0.3550204634666443, 0.615923285484314, 0.23216120898723602]",29,0.002609848976135254,0.0026098585221916437,False
"[0.6532297730445862, 0.9038694500923157, 0.9999691247940063, 0.3550204634666443, 0.615923285484314, 0.23216120898723602]",30,0.0023878812789916992,0.0023879078216850758,False
"[0.654241681098938, 0.9038694500923157, 0.9999691247940063, 0.3550204634666443, 0.615923285484314, 0.23216120898723602]",31,0.0010119080543518066,0.0010118880309164524,False
