iteration,x,y,pred_opt
0,"[-3.019542694091797, 4.611342430114746]",0.8170697093009949,0.8172678351402283
1,"[-3.1869733333587646, 4.907367706298828]",0.81023108959198,0.8151063323020935
2,"[-3.2587475776672363, 4.37597131729126]",0.7841142416000366,0.8206438422203064
3,"[-2.6863317489624023, 4.571070194244385]",0.8534378409385681,0.8505868315696716
4,"[-2.3288533687591553, 4.4031782150268555]",0.8697084188461304,0.863804042339325
5,"[-2.0384504795074463, 4.071094989776611]",0.8625415563583374,0.8685140013694763
6,"[-2.1824347972869873, 3.6750869750976562]",0.842808723449707,0.8629772067070007
7,"[-1.6236158609390259, 4.193933963775635]",0.8980153799057007,0.8906346559524536
8,"[-1.1494784355163574, 4.056881427764893]",0.9078391194343567,0.8975780010223389
9,"[-0.8026748895645142, 3.673609972000122]",0.901732325553894,0.8962054252624512
10,"[-0.30687808990478516, 3.666654586791992]",0.9063290953636169,0.9050010442733765
11,"[-0.2784155011177063, 3.150536298751831]",0.904745876789093,0.900246798992157
12,"[0.2092057466506958, 3.727316379547119]",0.9158323407173157,0.9107005596160889
13,"[0.6494888067245483, 3.4323740005493164]",0.9389092922210693,0.9224932789802551
14,"[1.232118010520935, 3.347005844116211]",0.9544877409934998,0.942553699016571
15,"[1.418323278427124, 2.7653236389160156]",0.9511563181877136,0.944257915019989
16,"[1.658639907836914, 3.772813558578491]",0.968984842300415,0.9666874408721924
17,"[2.232966899871826, 4.037912368774414]",0.9771288633346558,0.9761193990707397
18,"[2.8816962242126465, 3.8889522552490234]",0.9917654991149902,0.9878926873207092
19,"[3.22790265083313, 4.415107727050781]",0.9788104295730591,0.9898314476013184
20,"[2.9871013164520264, 4.990474700927734]",0.967362105846405,0.9863177537918091
21,"[3.272246837615967, 3.321859359741211]",0.9893389940261841,0.993198037147522
22,"[3.586421012878418, 5.217932224273682]",0.9695321917533875,0.9921369552612305
23,"[3.928657054901123, 3.1414506435394287]",0.9748863577842712,0.9880177974700928
24,"[3.9767398834228516, 2.5345797538757324]",0.9918690919876099,0.9948552250862122
25,"[3.5225677490234375, 2.0209598541259766]",0.9954642653465271,0.997456967830658
26,"[3.7528340816497803, 1.3877761363983154]",0.9913628697395325,0.9944865107536316
27,"[3.266317844390869, 0.889765739440918]",0.9909537434577942,0.997133195400238
28,"[3.7169349193573, 0.38786858320236206]",0.9952802062034607,0.9908980131149292
29,"[4.337212562561035, 0.08561420440673828]",0.9656452536582947,0.9880774021148682
30,"[3.1677794456481934, 0.0]",0.9776207804679871,0.9877276420593262
