iteration,x,y,pred_opt
0,"[-1.7595348358154297, 1.08746337890625, 0.9747974872589111, 0.3776848316192627]",0.8505259156227112,0.8506238460540771
1,"[-1.8302366733551025, 1.0961463451385498, 0.9972949028015137, 0.39338377118110657]",0.8148919939994812,0.8441076874732971
2,"[-1.7408523559570312, 1.0690062046051025, 1.0452101230621338, 0.36741018295288086]",0.8519051671028137,0.8526214957237244
3,"[-1.7263911962509155, 1.1507714986801147, 0.9800612330436707, 0.37408411502838135]",0.8697512745857239,0.8577765822410583
4,"[-1.7525705099105835, 1.067732334136963, 1.0290226936340332, 0.2936967611312866]",0.8433378338813782,0.8604669570922852
5,"[-1.6874604225158691, 1.2013545036315918, 1.010441541671753, 0.4153268039226532]",0.8883960843086243,0.8703270554542542
6,"[-1.686795711517334, 1.2356053590774536, 0.95583575963974, 0.4590442180633545]",0.8929854035377502,0.8868508338928223
7,"[-1.7468228340148926, 1.2835382223129272, 0.9894750118255615, 0.4308551847934723]",0.8679419159889221,0.878602921962738
8,"[-1.616641879081726, 1.2474377155303955, 0.9223589897155762, 0.4238632619380951]",0.9160606265068054,0.9015238285064697
9,"[-1.6595311164855957, 1.2510128021240234, 0.9570639729499817, 0.5415142178535461]",0.9051322937011719,0.9017300605773926
10,"[-1.659835696220398, 1.2693629264831543, 0.8460294008255005, 0.41804781556129456]",0.9020733833312988,0.9068721532821655
11,"[-1.5635098218917847, 1.311661958694458, 0.9116914868354797, 0.3794068396091461]",0.9271993637084961,0.9168338775634766
12,"[-1.5729812383651733, 1.3657232522964478, 0.9867574572563171, 0.4071785509586334]",0.9196257591247559,0.9186159372329712
13,"[-1.4976755380630493, 1.3147234916687012, 0.8524734973907471, 0.41924718022346497]",0.9412037134170532,0.920885443687439
14,"[-1.5718879699707031, 1.3255841732025146, 0.8942773342132568, 0.28250330686569214]",0.9211174249649048,0.929068386554718
15,"[-1.4293251037597656, 1.2873233556747437, 0.9194084405899048, 0.3944877088069916]",0.9541721343994141,0.9427838325500488
16,"[-1.4694805145263672, 1.391196370124817, 0.816317081451416, 0.3659938871860504]",0.9325029253959656,0.9486092925071716
17,"[-1.400251865386963, 1.1917020082473755, 0.8874099850654602, 0.37398600578308105]",0.9625527262687683,0.9524528980255127
18,"[-1.4576408863067627, 1.4249769449234009, 0.7841444611549377, 0.27932584285736084]",0.9250985383987427,0.9522793889045715
19,"[-1.3104394674301147, 1.1588172912597656, 0.8559783697128296, 0.374176025390625]",0.975737452507019,0.9652374386787415
20,"[-1.2326912879943848, 1.1115423440933228, 0.8866863250732422, 0.4315362870693207]",0.9854916930198669,0.9788127541542053
21,"[-1.2525627613067627, 1.0405535697937012, 0.8389787077903748, 0.36493560671806335]",0.9833006262779236,0.9822906851768494
22,"[-1.2921335697174072, 1.2064529657363892, 0.7586749792098999, 0.40057891607284546]",0.9732462167739868,0.9807980060577393
23,"[-1.2933602333068848, 0.9908707737922668, 0.7799085378646851, 0.4318121671676636]",0.9810400009155273,0.9841818809509277
24,"[-1.232552409172058, 1.1119449138641357, 0.9974179863929749, 0.3957206904888153]",0.9781512022018433,0.9804194569587708
25,"[-1.1434062719345093, 1.0991843938827515, 0.963402271270752, 0.3396837115287781]",0.9831023812294006,0.9833844304084778
26,"[-1.2591874599456787, 0.9026020169258118, 0.7290782928466797, 0.3943365216255188]",0.9824851751327515,0.9840292930603027
27,"[-1.2014983892440796, 1.1146034002304077, 1.0615681409835815, 0.48407256603240967]",0.9796724915504456,0.9826663136482239
28,"[-1.2477617263793945, 0.9418705701828003, 0.6522068977355957, 0.3392484784126282]",0.9830081462860107,0.9849463105201721
29,"[-1.1747575998306274, 1.0354044437408447, 1.0577205419540405, 0.5589866042137146]",0.9832202792167664,0.9853683114051819
30,"[-1.2175202369689941, 0.8772855401039124, 0.625804603099823, 0.2579743266105652]",0.984743058681488,0.98567795753479
