iteration,x,y,pred_opt
0,"[0.5349225401878357, 0.19880318641662598, 0.6592116951942444, 0.6568902730941772, 0.23276156187057495, 0.4250614047050476]",0.5346906185150146,0.5320959091186523
1,"[0.5374308228492737, 0.23116007447242737, 0.5633152723312378, 0.6299987435340881, 0.10645607113838196, 0.3975161910057068]",0.4841698110103607,0.5664337873458862
2,"[0.4507795572280884, 0.0784204825758934, 0.704770028591156, 0.6461646556854248, 0.22382181882858276, 0.3607155382633209]",0.40776216983795166,0.6203596591949463
3,"[0.6083660125732422, 0.2667763829231262, 0.7749477624893188, 0.6856104731559753, 0.21595969796180725, 0.48304444551467896]",0.4925457537174225,0.6160122752189636
4,"[0.4513300955295563, 0.21684518456459045, 0.6338374018669128, 0.651922345161438, 0.3652949333190918, 0.475919634103775]",0.6188576817512512,0.622821569442749
5,"[0.6453217267990112, 0.2386620193719864, 0.6691844463348389, 0.5445944666862488, 0.36425068974494934, 0.4450341761112213]",0.6154815554618835,0.6507988572120667
6,"[0.24224171042442322, 0.1939237117767334, 0.5864863991737366, 0.5550637245178223, 0.3320109248161316, 0.4405885636806488]",0.5488089323043823,0.6822652220726013
7,"[0.30141282081604004, 0.06796484440565109, 0.569911539554596, 0.6816262006759644, 0.37362420558929443, 0.5454912781715393]",0.4693910479545593,0.7206417322158813
8,"[0.804543137550354, 0.21586020290851593, 0.7278677225112915, 0.5398463010787964, 0.5191255807876587, 0.4200814962387085]",0.5143401622772217,0.7425566911697388
9,"[0.6098526120185852, 0.33449819684028625, 0.6762116551399231, 0.3753356337547302, 0.29243725538253784, 0.5631036162376404]",0.6290390491485596,0.765013575553894
10,"[0.3536597788333893, 0.41712892055511475, 0.6120229959487915, 0.6635146141052246, 0.3045158386230469, 0.41197624802589417]",0.6632764339447021,0.8201879858970642
11,"[0.22560682892799377, 0.32421308755874634, 0.7850531935691833, 0.5531195998191833, 0.32002177834510803, 0.45849138498306274]",0.5187540054321289,0.7590352892875671
12,"[0.7573670148849487, 0.4589041471481323, 0.7023689150810242, 0.3323330879211426, 0.3236343562602997, 0.4653444290161133]",0.5935772657394409,0.7245421409606934
13,"[0.4677039086818695, 0.2553175687789917, 0.6191770434379578, 0.39559412002563477, 0.3155125677585602, 0.7398304343223572]",0.5700175166130066,0.7355941534042358
14,"[0.6902888417243958, 0.1706313192844391, 0.4910457134246826, 0.5689623355865479, 0.38860949873924255, 0.5742735266685486]",0.5851885080337524,0.8017147183418274
15,"[0.5638312101364136, 0.2621050179004669, 0.7202302813529968, 0.26590994000434875, 0.10764697939157486, 0.4855803847312927]",0.4295097887516022,0.8209748864173889
16,"[0.3264533281326294, 0.5237550139427185, 0.573015570640564, 0.6579598188400269, 0.5409845113754272, 0.46175795793533325]",0.7550522089004517,0.7468054294586182
17,"[0.282002329826355, 0.5641230344772339, 0.4963867664337158, 0.6740689873695374, 0.16980960965156555, 0.41045981645584106]",0.5633308291435242,0.7846954464912415
18,"[0.27829912304878235, 0.4119994640350342, 0.7360268235206604, 0.8646953701972961, 0.23304656147956848, 0.4419807195663452]",0.43633633852005005,0.8206360936164856
19,"[0.2890317142009735, 0.6012743711471558, 0.7193507552146912, 0.5937849283218384, 0.6482667922973633, 0.4645934998989105]",0.6359038352966309,0.8265644311904907
20,"[0.1474970132112503, 0.5850124955177307, 0.4814155101776123, 0.574665904045105, 0.506975531578064, 0.4993041753768921]",0.6311063766479492,0.8629269003868103
21,"[0.7420622110366821, 0.5425506830215454, 0.6864115595817566, 0.23227164149284363, 0.39566949009895325, 0.3403833210468292]",0.5516301989555359,0.8548284769058228
22,"[0.1861884891986847, 0.6561578512191772, 0.7996627688407898, 0.536715567111969, 0.5657661557197571, 0.29800304770469666]",0.49739935994148254,0.8549996018409729
23,"[0.11888439208269119, 0.6657619476318359, 0.5439721345901489, 0.6281576752662659, 0.5477893948554993, 0.6854888796806335]",0.5154547691345215,0.8488882184028625
24,"[0.3896627128124237, 0.6780228614807129, 0.3948025405406952, 0.653648853302002, 0.5826161503791809, 0.39692577719688416]",0.6815844774246216,0.8489307761192322
25,"[0.16479045152664185, 0.5678043365478516, 0.5844957232475281, 0.642824113368988, 0.7472566962242126, 0.21985872089862823]",0.4660772979259491,0.7978746294975281
26,"[0.28873157501220703, 0.5012762546539307, 0.4214845597743988, 0.5439420938491821, 0.7209958434104919, 0.562748372554779]",0.6770905256271362,0.7666136622428894
27,"[0.09952101111412048, 0.5600100755691528, 0.33069732785224915, 0.41713520884513855, 0.46139970421791077, 0.4540608525276184]",0.5586187243461609,0.8258404731750488
28,"[0.4190868139266968, 0.6618432402610779, 0.28767192363739014, 0.7977399230003357, 0.5729015469551086, 0.4889654517173767]",0.575981080532074,0.8296439051628113
29,"[0.7849166393280029, 0.5511587262153625, 0.8082038164138794, 0.20882584154605865, 0.33695703744888306, 0.5578123331069946]",0.4644317328929901,0.8464031219482422
30,"[0.3792031705379486, 0.5428924560546875, 0.1498679667711258, 0.8450213074684143, 0.6193118691444397, 0.4752674102783203]",0.4742835462093353,0.8258347511291504
