iteration,x,y,pred_opt
0,"[3.0238380432128906, 2.9820477962493896]",1.0003355741500854,0.9971977472305298
1,"[3.3619842529296875, 3.6108791828155518]",0.9964779019355774,0.9947312474250793
2,"[2.351914405822754, 3.216426134109497]",0.9916216731071472,0.9949304461479187
3,"[4.04831600189209, 3.522503614425659]",0.9719493389129639,0.9955848455429077
4,"[1.9052377939224243, 2.6980226039886475]",0.9805648922920227,0.9954031109809875
5,"[1.294531226158142, 2.9279098510742188]",0.9459973573684692,0.9942032098770142
6,"[3.164491653442383, 4.275153160095215]",0.9912347793579102,0.9920347929000854
7,"[2.9185702800750732, 4.911269664764404]",0.9788603186607361,0.9939205050468445
8,"[3.407639980316162, 5.354424476623535]",0.9561885595321655,0.9950269460678101
9,"[2.460298538208008, 5.399326324462891]",0.9696617126464844,0.9946581125259399
10,"[1.8882365226745605, 2.0278615951538086]",0.9636412858963013,0.9934656620025635
11,"[1.885178804397583, 5.706498622894287]",0.960446834564209,0.9928950071334839
12,"[4.548008918762207, 3.100890636444092]",0.959123432636261,0.995922863483429
13,"[2.0202689170837402, 6.311169624328613]",0.942051112651825,0.9953243136405945
14,"[5.019657611846924, 3.4830474853515625]",0.9359217882156372,0.9961032867431641
15,"[1.4924837350845337, 1.5273339748382568]",0.9546924233436584,0.9950842261314392
16,"[4.641220569610596, 2.4947710037231445]",0.9570789337158203,0.99541836977005
17,"[1.707193374633789, 0.9631059765815735]",0.952754020690918,0.9955891966819763
18,"[1.7209903001785278, 0.3491556644439697]",0.9343658685684204,0.995164155960083
19,"[1.1617462635040283, 0.31402021646499634]",0.8994857668876648,0.9956052899360657
20,"[3.9464399814605713, 5.664876937866211]",0.9353458285331726,0.995037317276001
21,"[4.936718463897705, 1.9436787366867065]",0.9672008752822876,0.9948647022247314
22,"[5.581619739532471, 1.9372831583023071]",0.9342841506004333,0.9947497844696045
23,"[1.2801340818405151, 5.768637657165527]",0.9449240565299988,0.9941650629043579
24,"[5.7344746589660645, 1.3827033042907715]",0.9378963112831116,0.9951072931289673
25,"[3.8146252632141113, 6.223928451538086]",0.9300001859664917,0.9948071241378784
26,"[6.0205078125, 0.8704965114593506]",0.9294320940971375,0.9949568510055542
27,"[6.5801310539245605, 0.8535351753234863]",0.9384355545043945,0.9949120283126831
28,"[0.6824097633361816, 5.830516815185547]",0.9444987773895264,0.9942888617515564
29,"[0.3407552242279053, 6.2832512855529785]",0.9341351985931396,0.9949517846107483
30,"[6.535312652587891, 0.2904534339904785]",0.9389123320579529,0.9950639605522156
