iteration,x,y,pred_opt
0,"[9.529044151306152, 2.997992515563965]",1.0011169910430908,0.9978731274604797
1,"[9.88245677947998, 2.1705775260925293]",0.985126256942749,0.9975968599319458
2,"[8.663052558898926, 2.756610870361328]",0.9827446341514587,0.9984146356582642
3,"[10.0, 3.761791706085205]",1.001094937324524,0.9981004595756531
4,"[9.476539611816406, 4.465197563171387]",0.9781658053398132,0.9946665167808533
5,"[9.922174453735352, 5.1841559410095215]",0.983774721622467,0.9983812570571899
6,"[9.147345542907715, 5.524801254272461]",0.9608095288276672,0.998481035232544
7,"[10.0, 1.3184330463409424]",0.9832502603530884,0.9984498023986816
8,"[9.343507766723633, 0.8505444526672363]",0.98856520652771,0.9970222115516663
9,"[9.464303970336914, 0.0]",0.9867454767227173,0.9980851411819458
10,"[8.60357666015625, 0.0]",0.9710031151771545,0.998367190361023
11,"[7.8195953369140625, 0.20662498474121094]",0.95628422498703,0.9982976317405701
12,"[7.864789009094238, 2.9848084449768066]",0.9581645131111145,0.9957492351531982
13,"[7.1051554679870605, 2.742520332336426]",0.9403717517852783,0.9854487180709839
14,"[6.76777458190918, 3.421135663986206]",0.9149379730224609,0.9966154098510742
15,"[9.314248085021973, 6.3084821701049805]",0.9497359991073608,0.9959399700164795
16,"[7.073523998260498, 0.0]",0.9444157481193542,0.99652099609375
17,"[8.814863204956055, 6.881262302398682]",0.9135847687721252,0.9960086941719055
18,"[10.0, 6.6517438888549805]",0.9546578526496887,0.9960741996765137
19,"[6.383012771606445, 0.2740989327430725]",0.9317705035209656,0.9956477880477905
20,"[10.0, 7.44757080078125]",0.9290870428085327,0.996375322341919
21,"[5.698598861694336, 0.0]",0.9338077902793884,0.9960017800331116
22,"[5.0492753982543945, 0.2943894565105438]",0.9543827772140503,0.9969542622566223
23,"[4.439722061157227, 0.6909062266349792]",0.9709680080413818,0.9967579245567322
24,"[3.9918813705444336, 0.0]",0.9807494878768921,0.9965939521789551
25,"[3.186110496520996, 0.0]",0.9882091283798218,0.9960989356040955
26,"[2.7655856609344482, 0.7552224397659302]",0.9886245131492615,0.9908077716827393
27,"[1.9074009656906128, 0.6611173152923584]",0.952418327331543,0.9867543578147888
28,"[1.4817572832107544, 0.0]",0.9105762839317322,0.9834036231040955
29,"[2.879225492477417, 1.5939056873321533]",1.0007878541946411,0.9943714141845703
30,"[3.149362802505493, 2.4314072132110596]",0.9991817474365234,0.9971050024032593
