iteration,x,y,pred_opt
0,"[0.20409011840820312, -0.4585219621658325, 0.3266991376876831, -0.49185073375701904, 0.8469480276107788, 0.07961380481719971, -0.7723689079284668, -0.19301354885101318, 0.8255430459976196, 0.8974579572677612]",0.6429363489151001,0.5947501063346863
1,"[0.23239317536354065, -0.46659964323043823, 0.3315351605415344, -0.5042869448661804, 0.8572002649307251, 0.07524160295724869, -0.7813779711723328, -0.1836545467376709, 0.8183517456054688, 0.893559992313385]",0.5597786903381348,0.5900918841362
2,"[0.18271586298942566, -0.4743271470069885, 0.3152447044849396, -0.4944966733455658, 0.8518566489219666, 0.07703714817762375, -0.7659496665000916, -0.18708516657352448, 0.8303375840187073, 0.8766336441040039]",0.6318181157112122,0.610725998878479
3,"[0.19083824753761292, -0.45436665415763855, 0.34444183111190796, -0.5083882212638855, 0.863531231880188, 0.09092646837234497, -0.7678449749946594, -0.20585989952087402, 0.8208141326904297, 0.8995748162269592]",0.6160950064659119,0.6258387565612793
4,"[0.19756239652633667, -0.4577372372150421, 0.3405362069606781, -0.4914661645889282, 0.8314357995986938, 0.08730430155992508, -0.7615803480148315, -0.1800665408372879, 0.802374005317688, 0.8985921144485474]",0.6124500036239624,0.6222752928733826
5,"[0.19704148173332214, -0.46496692299842834, 0.31809547543525696, -0.477749228477478, 0.868694543838501, 0.07755777984857559, -0.7497326731681824, -0.18609169125556946, 0.8207057118415833, 0.8645187616348267]",0.630386471748352,0.6229523420333862
6,"[0.15327370166778564, -0.46422189474105835, 0.323137491941452, -0.4887903928756714, 0.839113712310791, 0.0707094594836235, -0.7674657106399536, -0.1846512258052826, 0.8347488045692444, 0.8690935373306274]",0.6791367530822754,0.6132602691650391
7,"[0.20669357478618622, -0.4576953649520874, 0.33248254656791687, -0.4751816987991333, 0.8581427931785583, 0.07003850489854813, -0.7674961686134338, -0.1728571206331253, 0.8334870338439941, 0.9134036302566528]",0.5995692014694214,0.6476747989654541
8,"[0.18328361213207245, -0.48339471220970154, 0.3177933394908905, -0.484435498714447, 0.8547253608703613, 0.056717388331890106, -0.7765063047409058, -0.19393381476402283, 0.807817816734314, 0.8820075392723083]",0.6488670706748962,0.6198986768722534
9,"[0.1420673429965973, -0.47592949867248535, 0.32297247648239136, -0.5076068639755249, 0.8613735437393188, 0.07868479192256927, -0.7837702631950378, -0.17477990686893463, 0.83849036693573, 0.8706567287445068]",0.6741635799407959,0.615501880645752
10,"[0.1852225512266159, -0.4368528723716736, 0.30933499336242676, -0.46832406520843506, 0.8765644431114197, 0.07289768010377884, -0.7407804131507874, -0.18108908832073212, 0.8149498701095581, 0.8603991866111755]",0.5524352192878723,0.6610382199287415
11,"[0.1604810357093811, -0.4578215181827545, 0.3332643210887909, -0.49351051449775696, 0.8335474729537964, 0.053376778960227966, -0.7685843110084534, -0.1536283642053604, 0.8304108381271362, 0.8751346468925476]",0.5857858061790466,0.6458786725997925
12,"[0.10872901976108551, -0.4713490903377533, 0.3282771110534668, -0.5230982899665833, 0.8562221527099609, 0.08103504776954651, -0.7756578922271729, -0.1745550036430359, 0.8369995355606079, 0.8689476847648621]",0.6808164715766907,0.6435472369194031
13,"[0.1355322301387787, -0.4786539077758789, 0.32842832803726196, -0.5083632469177246, 0.8706470727920532, 0.0709354430437088, -0.7767959237098694, -0.19430668652057648, 0.8666651248931885, 0.8619288802146912]",0.7062205076217651,0.6720238924026489
14,"[0.07426786422729492, -0.4731820523738861, 0.3342610001564026, -0.516872763633728, 0.8540070652961731, 0.08811348676681519, -0.7762261629104614, -0.189731165766716, 0.8330479860305786, 0.8682976365089417]",0.6855471730232239,0.7038566470146179
15,"[0.07579637318849564, -0.4805236756801605, 0.33857065439224243, -0.5371376872062683, 0.8788359761238098, 0.08554889261722565, -0.7748157382011414, -0.172452911734581, 0.83790522813797, 0.8747981190681458]",0.7439789175987244,0.7238579988479614
16,"[0.10122426599264145, -0.4887254238128662, 0.31824740767478943, -0.5053563714027405, 0.8511081337928772, 0.10193366557359695, -0.7826666831970215, -0.1570858210325241, 0.8363665342330933, 0.8679932951927185]",0.716304361820221,0.7324432730674744
17,"[0.12649580836296082, -0.453746497631073, 0.3182325065135956, -0.5088289976119995, 0.8872689008712769, 0.06150130182504654, -0.7599441409111023, -0.19602251052856445, 0.8648572564125061, 0.8558993935585022]",0.6037908792495728,0.7301376461982727
18,"[0.0740504264831543, -0.48853951692581177, 0.3439861834049225, -0.5032695531845093, 0.8600910902023315, 0.05835296958684921, -0.7667042016983032, -0.18277335166931152, 0.8337485194206238, 0.8719435930252075]",0.7340484261512756,0.7059282660484314
19,"[0.05992482230067253, -0.4780378043651581, 0.3139888048171997, -0.5476350784301758, 0.8670387864112854, 0.07808676362037659, -0.7791150808334351, -0.17648112773895264, 0.8358107805252075, 0.8567059636116028]",0.6746654510498047,0.7179079651832581
20,"[0.0464998334646225, -0.47595730423927307, 0.36145439743995667, -0.5001382231712341, 0.8596653938293457, 0.06531951576471329, -0.7586565613746643, -0.17816990613937378, 0.8359038233757019, 0.8529805541038513]",0.7344911098480225,0.7353821396827698
21,"[0.11008716374635696, -0.49800190329551697, 0.29102960228919983, -0.5151550769805908, 0.8450392484664917, 0.09566312283277512, -0.7587051391601562, -0.15959735214710236, 0.8411031365394592, 0.8624368906021118]",0.7891369462013245,0.7526506781578064
22,"[0.07751061767339706, -0.4975157082080841, 0.3314160108566284, -0.526252269744873, 0.8454822301864624, 0.11596141010522842, -0.785351574420929, -0.14759008586406708, 0.8489052057266235, 0.8712961077690125]",0.766948401927948,0.7488945722579956
23,"[0.027581803500652313, -0.49149197340011597, 0.3363346457481384, -0.4939143657684326, 0.8520745038986206, 0.05799843370914459, -0.7515469193458557, -0.18360155820846558, 0.8412143588066101, 0.8717696070671082]",0.7818186283111572,0.7764341235160828
24,"[0.05928812921047211, -0.4722594916820526, 0.38656407594680786, -0.5152986645698547, 0.8659732341766357, 0.0638047307729721, -0.7574939131736755, -0.19212675094604492, 0.8528198599815369, 0.8381587862968445]",0.6689057946205139,0.76023268699646
25,"[0.11006110906600952, -0.5242447257041931, 0.2897716462612152, -0.49247097969055176, 0.8494613766670227, 0.11610770225524902, -0.7605700492858887, -0.1543513834476471, 0.8433030247688293, 0.8682467937469482]",0.8171460032463074,0.8067511916160583
26,"[0.12117691338062286, -0.4740414321422577, 0.2865513563156128, -0.5124825239181519, 0.8491197228431702, 0.10437651723623276, -0.7586416602134705, -0.1389617770910263, 0.8515923619270325, 0.8764104247093201]",0.7376051545143127,0.8039135336875916
27,"[0.10374771803617477, -0.5102275013923645, 0.2801281809806824, -0.5075518488883972, 0.8431918025016785, 0.0926937535405159, -0.73393714427948, -0.1759984791278839, 0.8287610411643982, 0.8426224589347839]",0.8037309646606445,0.8081082701683044
