iteration,x,y,pred_opt
0,"[0.211775541305542, 0.703214168548584]",0.6668724417686462,0.6757542490959167
1,"[0.24799400568008423, 0.6993643045425415]",0.5817255973815918,0.658020555973053
2,"[0.18211418390274048, 0.6803810000419617]",0.7409521341323853,0.7105146050453186
3,"[0.16105076670646667, 0.714206874370575]",0.778710663318634,0.7677420377731323
4,"[0.2508942484855652, 0.7320059537887573]",0.5591171979904175,0.7750263214111328
5,"[0.2821138799190521, 0.6989042162895203]",0.4923982620239258,0.7593196034431458
6,"[0.1282527893781662, 0.6863898634910583]",0.8528979420661926,0.8126444220542908
7,"[0.1322404146194458, 0.7373751401901245]",0.8176934719085693,0.8398828506469727
8,"[0.13712748885154724, 0.6514976024627686]",0.8193236589431763,0.8245648741722107
9,"[0.21567563712596893, 0.6545615196228027]",0.6558834910392761,0.8290562033653259
10,"[0.09312562644481659, 0.7273010015487671]",0.893567681312561,0.8740531802177429
11,"[0.1663018763065338, 0.7551044821739197]",0.7437715530395508,0.8843876123428345
12,"[0.09370258450508118, 0.6408321857452393]",0.8821437954902649,0.8731775283813477
13,"[0.049008507281541824, 0.7224134802818298]",0.9472629427909851,0.9329091310501099
14,"[0.19460290670394897, 0.7762213349342346]",0.6543195843696594,0.9335702657699585
15,"[0.017576709389686584, 0.730983555316925]",0.9799655675888062,0.9723327159881592
16,"[0.04503117874264717, 0.6286729574203491]",0.9229686856269836,0.9724821448326111
17,"[0.25084954500198364, 0.6390618681907654]",0.5565106868743896,0.9737485647201538
18,"[0.007977057248353958, 0.6345943212509155]",0.9594351649284363,0.9790859222412109
19,"[0.11957741528749466, 0.7742125988006592]",0.8162457942962646,0.9761973023414612
20,"[0.11411122977733612, 0.6161786913871765]",0.8198710083961487,0.9783269166946411
21,"[-0.015941165387630463, 0.7417191863059998]",1.0062623023986816,0.9991546273231506
22,"[0.08042602241039276, 0.7809030413627625]",0.8624268174171448,0.9989957809448242
23,"[-0.018616849556565285, 0.6219590902328491]",0.9603787064552307,0.9978386759757996
24,"[-0.06580419093370438, 0.7381860613822937]",1.0212793350219727,1.021946668624878
25,"[0.046030640602111816, 0.5976828336715698]",0.8838706612586975,1.0218322277069092
26,"[0.03378506377339363, 0.7836719155311584]",0.914606511592865,1.0187591314315796
27,"[0.28016987442970276, 0.6337078213691711]",0.4851689636707306,1.0159504413604736
28,"[-0.05714910104870796, 0.6320897340774536]",0.9890112280845642,1.0217325687408447
29,"[-0.09800344705581665, 0.7390073537826538]",1.029052734375,1.0286871194839478
30,"[0.1589539647102356, 0.6201772689819336]",0.7492547631263733,1.0276466608047485
