iteration,x,y,pred_opt
0,"[0.49580633640289307, 0.45875662565231323]",0.9635864496231079,0.9585439562797546
1,"[0.4802526533603668, 0.6473818421363831]",0.8477850556373596,0.8513768911361694
2,"[0.6986371278762817, 0.40861961245536804]",0.7728146314620972,0.7975619435310364
3,"[0.38009122014045715, 0.23328539729118347]",0.7028908133506775,0.948495090007782
4,"[0.22979000210762024, 0.5916011333465576]",0.7241773009300232,0.9708757996559143
5,"[0.8723469972610474, 0.3702544867992401]",0.5978557467460632,0.9857152104377747
6,"[0.700528621673584, 0.7951697111129761]",0.6491261124610901,0.9910658001899719
7,"[0.47711485624313354, 0.09852506220340729]",0.5969606637954712,0.9874192476272583
8,"[0.46473538875579834, 0.9149810671806335]",0.5827094316482544,0.9890087842941284
9,"[0.07576468586921692, 0.6222448945045471]",0.5565786361694336,0.9986646175384521
10,"[0.26113951206207275, 0.17594262957572937]",0.6064966320991516,0.9927611947059631
11,"[0.7823655009269714, 0.8245278000831604]",0.5640050172805786,0.9908645749092102
12,"[0.6559299230575562, 0.14970213174819946]",0.6124676465988159,0.9893393516540527
13,"[0.22002162039279938, 0.15085332095623016]",0.5512263774871826,0.9964160919189453
14,"[0.25493472814559937, 0.7869012355804443]",0.6259698867797852,0.9867995977401733
15,"[0.9034135937690735, 0.3714611232280731]",0.5704543590545654,0.994839608669281
16,"[0.2259199172258377, 0.8433976173400879]",0.5632480382919312,0.9965596199035645
17,"[0.6918874382972717, 0.10721202194690704]",0.5679628252983093,0.9743675589561462
18,"[0.4625064730644226, 0.9380274415016174]",0.5601962208747864,0.9898297190666199
19,"[0.16521361470222473, 0.36356493830680847]",0.643994152545929,0.9912675023078918
20,"[0.7923493385314941, 0.8317559361457825]",0.5570619702339172,0.9905969500541687
21,"[0.10002364218235016, 0.31498172879219055]",0.5607169270515442,0.9897449016571045
22,"[0.8407810926437378, 0.5506591200828552]",0.6535298824310303,0.9975493550300598
23,"[0.0728418305516243, 0.6090435981750488]",0.5605306625366211,0.9871931672096252
24,"[0.9092879891395569, 0.6047961115837097]",0.5752678513526917,0.9837360978126526
25,"[0.4721904993057251, 0.06661444157361984]",0.568382203578949,0.9936203360557556
26,"[0.9277089238166809, 0.6135265827178955]",0.5637812614440918,0.9923889636993408
27,"[0.7015765905380249, 0.09491517394781113]",0.5508978962898254,0.9941335916519165
28,"[0.2193870097398758, 0.8526188135147095]",0.5501668453216553,0.9850525259971619
29,"[0.9181504249572754, 0.36103975772857666]",0.5574814081192017,0.9857994318008423
30,"[0.08793090283870697, 0.3296588361263275]",0.5599881410598755,0.9925088286399841
