x_next,nearest_anchor,dist_to_nearest_anchor,nearest_anchor_radius,escaped_nearest_ball
"[-1.1558622121810913, 0.04089021310210228]",0,0.03491808474063873,0.03491806611418724,False
"[-1.18509042263031, 0.035772163420915604]",1,0.029672930017113686,0.029672883450984955,False
"[-1.2104671001434326, 0.03133298456668854]",2,0.025762027129530907,0.025762060657143593,False
"[-1.2313610315322876, 0.027829742059111595]",3,0.021185586228966713,0.021185586228966713,False
"[-1.2484503984451294, 0.024857213720679283]",4,0.017345961183309555,0.017345940694212914,False
"[-1.2625755071640015, 0.022453809157013893]",5,0.014328121207654476,0.01432807557284832,False
"[-1.2736549377441406, 0.020470885559916496]",6,0.01125547755509615,0.011255496181547642,False
"[-1.2814029455184937, 0.019209565594792366]",7,0.00785000342875719,0.007850035093724728,False
"[-1.2882670164108276, 0.0173468180000782]",8,0.007112334482371807,0.007112391293048859,False
"[-1.293910026550293, 0.016029777005314827]",9,0.005794666241854429,0.005794718861579895,False
"[-1.2983375787734985, 0.015704268589615822]",10,0.00443950155749917,0.00443953787907958,False
"[-1.3018523454666138, 0.015143644995987415]",11,0.0035591970663517714,0.003559248521924019,False
"[-1.3039045333862305, 0.014731377363204956]",12,0.0020931889303028584,0.0020932236220687628,False
"[-1.3056954145431519, 0.01449943520128727]",13,0.001805838430300355,0.0018058597343042493,False
"[-1.306653618812561, 0.014236724004149437]",14,0.0009935656562447548,0.000993622001260519,False
"[-1.308097243309021, 0.013988249003887177]",15,0.0014648520154878497,0.0014648244250565767,False
"[-1.3089817762374878, 0.013878380879759789]",16,0.0008913301862776279,0.0008913811179809272,False
"[-1.3100197315216064, 0.013548610731959343]",17,0.0010890819830819964,0.0010890602134168148,False
"[-1.3101341724395752, 0.013548610731959343]",18,0.00011444091796875,-0.00011448391160229221,True
"[-1.3105722665786743, 0.013546308502554893]",19,0.0004381001926958561,0.0004381255421321839,False
"[-1.3111339807510376, 0.013316361233592033]",20,0.0006069584633223712,0.0006069241208024323,False
"[-1.3115615844726562, 0.013234986923635006]",21,0.000435277761425823,-0.0004352308460511267,True
"[-1.3115930557250977, 0.013230486772954464]",22,3.179136911057867e-05,3.177556209266186e-05,False
"[-1.3117725849151611, 0.013190892525017262]",23,0.0001838435127865523,-0.00018385538714937866,True
"[-1.3120088577270508, 0.013162225484848022]",24,0.00023800555209163576,-0.0002379659708822146,True
"[-1.312322974205017, 0.013162225484848022]",25,0.0003141164779663086,-0.00031416083220392466,True
"[-1.3124630451202393, 0.013162225484848022]",26,0.00014007091522216797,-0.000140014395583421,True
"[-1.3126140832901, 0.013162225484848022]",27,0.00015103816986083984,-0.00015101354802027345,True
"[-1.3128015995025635, 0.013120992109179497]",28,0.0001919961505336687,0.0001920010836329311,False
"[-1.313077449798584, 0.013120992109179497]",29,0.0002758502960205078,-0.00027588108787313104,True
"[-1.3132308721542358, 0.013076376169919968]",30,0.00015977797738742083,0.0001597263471921906,False
"[-1.3136672973632812, 0.012963433749973774]",31,0.0004508025594986975,-0.00045299279736354947,True
"[-1.314798355102539, 0.012963433749973774]",32,0.0011310577392578125,-0.0011310932459309697,True
"[-1.3159242868423462, 0.012963433749973774]",33,0.001125931739807129,-0.0011259866878390312,True
"[-1.3172738552093506, 0.012963433749973774]",34,0.0013495683670043945,-0.0013495668536052108,True
"[-1.3185312747955322, 0.012963433749973774]",35,0.0012574195861816406,-0.0012573730200529099,True
"[-1.3205547332763672, 0.012385117821395397]",36,0.002104479353874922,-0.002104454440996051,True
"[-1.322661280632019, 0.012385117821395397]",37,0.0021065473556518555,-0.0021065659821033478,True
"[-1.3253611326217651, 0.012385117821395397]",38,0.0026998519897460938,-0.0026999025139957666,True
"[-1.3281880617141724, 0.012385117821395397]",39,0.0028269290924072266,-0.002826932119205594,True
"[-1.3319017887115479, 0.012385117821395397]",40,0.0037137269973754883,-0.003713733283802867,True
"[-1.3368021249771118, 0.012385117821395397]",41,0.004900336265563965,-0.00490033021196723,True
"[-1.3429276943206787, 0.012385117821395397]",42,0.0061255693435668945,-0.006125571206212044,True
"[-1.3500741720199585, 0.011015119962394238]",43,0.007276609074324369,-0.007276609074324369,True
"[-1.359392762184143, 0.009064250625669956]",44,0.009520609863102436,-0.00952059868723154,True
"[-1.3703324794769287, 0.007258232217282057]",45,0.011087791062891483,-0.011087821796536446,True
"[-1.384334921836853, 0.004039760213345289]",46,0.014367565512657166,-0.014367575757205486,True
"[-1.4019676446914673, 0.004039756953716278]",47,0.017632722854614258,-0.017632735893130302,True
"[-1.4249305725097656, 0.00059302500449121]",48,0.023220162838697433,-0.02322014980018139,True
"[-1.454662561416626, 0.0005930198240093887]",49,0.02973198890686035,-0.029732009395956993,True
"[-1.4542515277862549, -0.004333604127168655]",50,0.004943740554153919,-0.037767548114061356,True
"[-1.454662561416626, 0.0005930198240093887]",50,0.0,-0.037767548114061356,True
"[-1.4537479877471924, 0.0005930199404247105]",50,0.0009145736694335938,-0.037767548114061356,True
"[-1.454662561416626, 0.00059302500449121]",50,5.180481821298599e-09,-0.037767548114061356,True
"[-1.454662561416626, 0.00059302500449121]",54,0.0,-0.03769651800394058,True
"[-1.4544628858566284, -0.002846995135769248]",51,0.0015015586977824569,-0.03828055411577225,True
"[-1.4538851976394653, -0.006161241792142391]",51,0.0018639895133674145,-0.03828055411577225,True
"[-1.454662561416626, 0.0005930198240093887]",50,0.0,-0.037767548114061356,True
"[-1.454662561416626, 0.0006337512750178576]",54,4.072627052664757e-05,-0.03769651800394058,True
"[-1.4544545412063599, -0.0029176499228924513]",56,7.114584877854213e-05,-0.037688110023736954,True
"[-1.454662561416626, 0.0005930198240093887]",50,0.0,-0.037767548114061356,True
"[-1.454662561416626, 0.0005930198240093887]",50,0.0,-0.037767548114061356,True
"[-1.454662561416626, 0.00059302500449121]",54,0.0,-0.03769651800394058,True
"[-1.4537166357040405, -0.006847201846539974]",57,0.0007063670200295746,-0.03860975429415703,True
"[-1.4539200067520142, -0.003998979926109314]",51,0.0004710409266408533,-0.03828055411577225,True
"[-1.4530473947525024, -0.004732748493552208]",65,0.00114011752884835,-0.03780272230505943,True
"[-1.4546046257019043, -0.0012633020523935556]",56,0.0015900232829153538,-0.037688110023736954,True
"[-1.4532586336135864, -0.0021446608006954193]",56,0.0013940936187282205,-0.037688110023736954,True
"[-1.4540090560913086, -0.005606676451861858]",57,0.000568228482734412,-0.03860975429415703,True
"[-1.454662561416626, 0.0005930198240093887]",50,0.0,-0.037767548114061356,True
"[-1.4546616077423096, 0.0008319902699440718]",59,0.00019824127957690507,-0.03834042325615883,True
"[-1.454662561416626, 0.00059302500449121]",54,0.0,-0.03769651800394058,True
"[-1.4546300172805786, -0.0007991790771484375]",67,0.0004648170433938503,-0.03801606222987175,True
"[-1.454662561416626, 0.0005930198240093887]",50,0.0,-0.037767548114061356,True
"[-1.454662561416626, 0.0005930198240093887]",50,0.0,-0.037767548114061356,True
"[-1.454662561416626, 0.0005930198240093887]",50,0.0,-0.037767548114061356,True
"[-1.4540976285934448, -0.005175641737878323]",69,0.00044004092342220247,-0.038624927401542664,True
"[-1.454530954360962, 0.003388100303709507]",71,0.0025594469625502825,-0.03771744668483734,True
"[-1.454662561416626, 0.00059302500449121]",54,0.0,-0.03769651800394058,True
"[-1.4542953968048096, -0.004065473563969135]",51,0.0002716955787036568,-0.03828055411577225,True
"[-1.454662561416626, 0.00059302500449121]",54,0.0,-0.03769651800394058,True
"[-1.454662561416626, 0.0005930198240093887]",50,0.0,-0.037767548114061356,True
"[-1.454662561416626, 0.0005930198240093887]",50,0.0,-0.037767548114061356,True
"[-1.4544638395309448, -0.0028394029941409826]",56,7.651804480701685e-06,-0.037688110023736954,True
"[-1.454662561416626, 0.00059302500449121]",54,0.0,-0.03769651800394058,True
"[-1.454662561416626, 0.0005930198240093887]",50,0.0,-0.037767548114061356,True
"[-1.4543830156326294, 0.0009074778063222766]",71,0.0002886380534619093,-0.03771744668483734,True
"[-1.454662561416626, 0.0005930198240093887]",50,0.0,-0.037767548114061356,True
"[-1.454662561416626, 0.00059302500449121]",54,0.0,-0.03769651800394058,True
"[-1.454662561416626, 0.0005930198240093887]",50,0.0,-0.037767548114061356,True
"[-1.453739881515503, -0.006756620481610298]",64,9.351658081868663e-05,-0.037860237061977386,True
"[-1.454662561416626, 0.0005930198240093887]",50,0.0,-0.037767548114061356,True
"[-1.454603672027588, 0.0024639414623379707]",78,0.0009270153241232038,-0.03823503479361534,True
