anchor_idx,radius,max_dist,n_escaped,n_total
0,0.023432791233062744,0.023432794958353043,0,10
0,0.023432791233062744,0.023432806134223938,0,10
1,0.023745371028780937,0.023745395243167877,0,10
0,0.023432791233062744,0.023432813584804535,0,10
1,0.023745371028780937,0.02374538965523243,0,10
2,0.026098035275936127,0.026098061352968216,0,10
0,0.023432791233062744,0.023432809859514236,0,10
1,0.023745371028780937,0.02374538779258728,0,10
2,0.026098035275936127,0.026098059490323067,0,10
3,0.025327494367957115,0.025327537208795547,0,10
0,0.023432791233062744,0.023432813584804535,0,10
1,0.023745371028780937,0.023745376616716385,0,10
2,0.026098035275936127,0.026098061352968216,0,10
3,0.025327494367957115,0.025327524170279503,0,10
4,0.02710331603884697,0.027103345841169357,0,10
0,0.023432791233062744,0.02343280427157879,0,10
1,0.023745371028780937,0.02374538779258728,0,10
2,0.026098035275936127,0.026098068803548813,0,10
3,0.025327494367957115,0.025327524170279503,0,10
4,0.02710331603884697,0.027103332802653313,0,10
5,0.02270418033003807,0.022704217582941055,0,10
0,0.023432791233062744,0.02343280240893364,0,10
1,0.023745371028780937,0.023745397105813026,0,10
2,0.026098035275936127,0.026098070666193962,0,10
3,0.025327494367957115,0.02532752975821495,0,10
4,0.02710331603884697,0.027103358879685402,0,10
5,0.02270418033003807,0.022704191505908966,0,10
6,0.021417286247015,0.021417314186692238,0,10
0,0.023432791233062744,0.023432807996869087,0,10
1,0.023745371028780937,0.023745398968458176,0,10
2,0.026098035275936127,0.026098059490323067,0,10
3,0.025327494367957115,0.025327522307634354,0,10
4,0.02710331603884697,0.027103358879685402,0,10
5,0.02270418033003807,0.022704200819134712,0,10
6,0.021417286247015,0.02141731232404709,0,10
7,0.02037135884165764,0.020371388643980026,0,10
0,0.023432791233062744,0.023432809859514236,0,10
1,0.023745371028780937,0.02374538779258728,0,10
2,0.026098035275936127,0.02609807625412941,0,10
3,0.025327494367957115,0.02532750368118286,0,10
4,0.02710331603884697,0.02710333839058876,0,10
5,0.02270418033003807,0.02270420454442501,0,10
6,0.021417286247015,0.021417319774627686,0,10
7,0.02037135884165764,0.02037138305604458,0,10
8,0.018896559253335,0.018896587193012238,0,10
0,0.023432791233062744,0.023432809859514236,0,10
1,0.023745371028780937,0.02374539151787758,0,10
2,0.026098035275936127,0.02609805203974247,0,10
3,0.025327494367957115,0.025327542796730995,0,10
4,0.02710331603884697,0.02710334211587906,0,10
5,0.02270418033003807,0.022704215720295906,0,10
6,0.021417286247015,0.021417316049337387,0,10
7,0.02037135884165764,0.020371394231915474,0,10
8,0.018896559253335,0.018896590918302536,0,10
9,0.016117680817842484,0.016117706894874573,0,10
0,0.023432791233062744,0.023432806134223938,0,10
1,0.023745371028780937,0.023745393380522728,0,10
2,0.026098035275936127,0.02609804831445217,0,10
3,0.025327494367957115,0.0253275316208601,0,10
4,0.02710331603884697,0.027103351429104805,0,10
5,0.02270418033003807,0.022704219445586205,0,10
6,0.021417286247015,0.021417303010821342,0,10
7,0.02037135884165764,0.020371397957205772,0,10
8,0.018896559253335,0.018896594643592834,0,10
9,0.016117680817842484,0.016117706894874573,0,10
10,0.013181006535887718,0.013181036338210106,0,10
0,0.023432791233062744,0.023432821035385132,0,10
1,0.023745371028780937,0.023745398968458176,0,10
2,0.026098035275936127,0.026098065078258514,0,10
3,0.025327494367957115,0.025327512994408607,0,10
4,0.02710331603884697,0.02710333652794361,0,10
5,0.02270418033003807,0.02270421013236046,0,10
6,0.021417286247015,0.021417323499917984,0,10
7,0.02037135884165764,0.02037137746810913,0,10
8,0.018896559253335,0.018896590918302536,0,10
9,0.016117680817842484,0.01611771434545517,0,10
10,0.013181006535887718,0.013181030750274658,0,10
11,0.011195192113518715,0.011195231229066849,0,10
0,0.023432791233062744,0.023432806134223938,0,10
1,0.023745371028780937,0.023745402693748474,0,10
2,0.026098035275936127,0.026098055765032768,0,10
3,0.025327494367957115,0.025327512994408607,0,10
4,0.02710331603884697,0.027103347703814507,0,10
5,0.02270418033003807,0.0227042268961668,0,10
6,0.021417286247015,0.02141731232404709,0,10
7,0.02037135884165764,0.02037137933075428,0,10
8,0.018896559253335,0.01889657974243164,0,10
9,0.016117680817842484,0.01611771434545517,0,10
10,0.013181006535887718,0.013181032612919807,0,10
11,0.011195192113518715,0.011195220984518528,0,10
12,0.0111635597422719,0.011163599789142609,0,10
0,0.023432791233062744,0.023432809859514236,0,10
1,0.023745371028780937,0.023745371028780937,0,10
2,0.026098035275936127,0.026098055765032768,0,10
3,0.025327494367957115,0.02532753348350525,0,10
4,0.02710331603884697,0.02710336074233055,0,10
5,0.02270418033003807,0.02270421013236046,0,10
6,0.021417286247015,0.021417316049337387,0,10
7,0.02037135884165764,0.02037138119339943,0,10
8,0.018896559253335,0.018896598368883133,0,10
9,0.016117680817842484,0.016117705032229424,0,10
10,0.013181006535887718,0.013181030750274658,0,10
11,0.011195192113518715,0.011195211671292782,0,10
12,0.0111635597422719,0.01116358395665884,0,10
13,0.00805622711777687,0.008056250400841236,0,10
0,0.023432791233062744,0.023432817310094833,0,10
1,0.023745371028780937,0.023745402693748474,0,10
2,0.026098035275936127,0.02609807625412941,0,10
3,0.025327494367957115,0.02532753348350525,0,10
4,0.02710331603884697,0.027103345841169357,0,10
5,0.02270418033003807,0.02270420826971531,0,10
6,0.021417286247015,0.021417316049337387,0,10
7,0.02037135884165764,0.020371409133076668,0,10
8,0.018896559253335,0.018896589055657387,0,10
9,0.016117680817842484,0.016117719933390617,0,10
10,0.013181006535887718,0.01318103726953268,0,10
11,0.011195192113518715,0.011195209808647633,0,10
12,0.0111635597422719,0.011163603514432907,0,10
13,0.00805622711777687,0.00805625505745411,0,10
14,0.00936146266758442,0.009361487813293934,0,10
0,0.023432791233062744,0.023432813584804535,0,10
1,0.023745371028780937,0.023745408281683922,0,10
2,0.026098035275936127,0.026098070666193962,0,10
3,0.025327494367957115,0.025327542796730995,0,10
4,0.02710331603884697,0.02710334025323391,0,10
5,0.02270418033003807,0.02270421013236046,0,10
6,0.021417286247015,0.02141731046140194,0,10
7,0.02037135884165764,0.02037139981985092,0,10
8,0.018896559253335,0.01889658346772194,0,10
9,0.016117680817842484,0.016117718070745468,0,10
10,0.013181006535887718,0.013181040994822979,0,10
11,0.011195192113518715,0.011195230297744274,0,10
12,0.0111635597422719,0.011163590475916862,0,10
13,0.00805622711777687,0.008056249469518661,0,10
14,0.00936146266758442,0.009361481294035912,0,10
15,0.006390345748513937,0.006390355993062258,0,10
0,0.023432791233062744,0.023432809859514236,0,10
1,0.023745371028780937,0.023745398968458176,0,10
2,0.026098035275936127,0.026098081842064857,0,10
3,0.025327494367957115,0.025327518582344055,0,10
4,0.02710331603884697,0.027103345841169357,0,10
5,0.02270418033003807,0.02270421013236046,0,10
6,0.021417286247015,0.021417327225208282,0,10
7,0.02037135884165764,0.02037138119339943,0,10
8,0.018896559253335,0.018896589055657387,0,10
9,0.016117680817842484,0.01611771248281002,0,10
10,0.013181006535887718,0.013181040063500404,0,10
11,0.011195192113518715,0.011195212602615356,0,10
12,0.0111635597422719,0.011163596995174885,0,10
13,0.00805622711777687,0.008056258782744408,0,10
14,0.00936146266758442,0.009361477568745613,0,10
15,0.006390345748513937,0.0063903676345944405,0,10
16,0.0059852609410882,0.00598529726266861,0,10
0,0.023432791233062744,0.023432821035385132,0,10
1,0.023745371028780937,0.023745398968458176,0,10
2,0.026098035275936127,0.026098057627677917,0,10
3,0.025327494367957115,0.025327522307634354,0,10
4,0.02710331603884697,0.02710334211587906,0,10
5,0.02270418033003807,0.02270420454442501,0,10
6,0.021417286247015,0.02141733281314373,0,10
7,0.02037135884165764,0.02037137746810913,0,10
8,0.018896559253335,0.018896594643592834,0,10
9,0.016117680817842484,0.016117708757519722,0,10
10,0.013181006535887718,0.013181045651435852,0,10
11,0.011195192113518715,0.011195216327905655,0,10
