anchor_idx,radius,max_dist,n_escaped,n_total
0,0.06945762783288956,0.06945765018463135,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.0697111189365387,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.0641370341181755,0,10
2,0.06841433793306351,0.04950239136815071,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.06390498578548431,0,10
2,0.06841433793306351,0.04785194993019104,0,10
3,0.06966547667980194,0.04162610322237015,0,10
0,0.06945762783288956,0.06945764273405075,0,10
1,0.0697111189365387,0.062053535133600235,0,10
2,0.06841433793306351,0.048153072595596313,0,10
3,0.06966547667980194,0.05002151057124138,0,10
4,0.07038557529449463,0.05027031898498535,0,10
0,0.06945762783288956,0.06945765763521194,0,10
1,0.0697111189365387,0.06399038434028625,0,10
2,0.06841433793306351,0.03469465300440788,0,10
3,0.06966547667980194,0.053577154874801636,0,10
4,0.07038557529449463,0.05382722616195679,0,10
5,0.07090315222740173,0.05800079181790352,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.06205328553915024,0,10
2,0.06841433793306351,0.039021845906972885,0,10
3,0.06966547667980194,0.04600910097360611,0,10
4,0.07038557529449463,0.053723737597465515,0,10
5,0.07090315222740173,0.05192083120346069,0,10
6,0.06935551017522812,0.04358804598450661,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.0697111189365387,0,10
2,0.06841433793306351,0.042337238788604736,0,10
3,0.06966547667980194,0.06966546177864075,0,10
4,0.07038557529449463,0.06176420673727989,0,10
5,0.07090315222740173,0.05260741710662842,0,10
6,0.06935551017522812,0.057642072439193726,0,10
7,0.06941570341587067,0.046907223761081696,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.06266019493341446,0,10
2,0.06841433793306351,0.04147249832749367,0,10
3,0.06966547667980194,0.044288519769907,0,10
4,0.07038557529449463,0.04338369891047478,0,10
5,0.07090315222740173,0.05074535682797432,0,10
6,0.06935551017522812,0.028593646362423897,0,10
7,0.06941570341587067,0.037570010870695114,0,10
8,0.07099053263664246,0.040743593126535416,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.0697111189365387,0,10
2,0.06841433793306351,0.04311501979827881,0,10
3,0.06966547667980194,0.042294032871723175,0,10
4,0.07038557529449463,0.053915251046419144,0,10
5,0.07090315222740173,0.05142204090952873,0,10
6,0.06935551017522812,0.054428551346063614,0,10
7,0.06941570341587067,0.04075439274311066,0,10
8,0.07099053263664246,0.056232750415802,0,10
9,0.07025953382253647,0.0625268891453743,0,10
0,0.06945762783288956,0.06945764273405075,0,10
1,0.0697111189365387,0.06494321674108505,0,10
2,0.06841433793306351,0.039901070296764374,0,10
3,0.06966547667980194,0.06966546177864075,0,10
4,0.07038557529449463,0.07038557529449463,0,10
5,0.07090315222740173,0.05365413427352905,0,10
6,0.06935551017522812,0.024342520162463188,0,10
7,0.06941570341587067,0.04878673702478409,0,10
8,0.07099053263664246,0.04427928477525711,0,10
9,0.07025953382253647,0.04824131727218628,0,10
10,0.07082438468933105,0.043786387890577316,0,10
0,0.06945762783288956,0.06945764273405075,0,10
1,0.0697111189365387,0.06355643272399902,0,10
2,0.06841433793306351,0.04803648591041565,0,10
3,0.06966547667980194,0.05283262953162193,0,10
4,0.07038557529449463,0.0473136305809021,0,10
5,0.07090315222740173,0.054133057594299316,0,10
6,0.06935551017522812,0.04533963277935982,0,10
7,0.06941570341587067,0.036908697336912155,0,10
8,0.07099053263664246,0.05904300883412361,0,10
9,0.07025953382253647,0.04875325784087181,0,10
10,0.07082438468933105,0.05136770382523537,0,10
11,0.07050026208162308,0.056668348610401154,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.06301922351121902,0,10
2,0.06841433793306351,0.03962474316358566,0,10
3,0.06966547667980194,0.04813595488667488,0,10
4,0.07038557529449463,0.04717852175235748,0,10
5,0.07090315222740173,0.05456351861357689,0,10
6,0.06935551017522812,0.053649287670850754,0,10
7,0.06941570341587067,0.05931706354022026,0,10
8,0.07099053263664246,0.05434335023164749,0,10
9,0.07025953382253647,0.07025954127311707,0,10
10,0.07082438468933105,0.05337916314601898,0,10
11,0.07050026208162308,0.038734663277864456,0,10
12,0.0699019581079483,0.04053405299782753,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.061553873121738434,0,10
2,0.06841433793306351,0.0542408712208271,0,10
3,0.06966547667980194,0.03584626317024231,0,10
4,0.07038557529449463,0.055811066180467606,0,10
5,0.07090315222740173,0.03577530011534691,0,10
6,0.06935551017522812,0.044297799468040466,0,10
7,0.06941570341587067,0.029698628932237625,0,10
8,0.07099053263664246,0.05933571606874466,0,10
9,0.07025953382253647,0.04180651903152466,0,10
10,0.07082438468933105,0.07000517845153809,0,10
11,0.07050026208162308,0.07050025463104248,0,10
12,0.0699019581079483,0.04889177903532982,0,10
13,0.06858985871076584,0.05127662420272827,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.06334937363862991,0,10
2,0.06841433793306351,0.04774906486272812,0,10
3,0.06966547667980194,0.03550350293517113,0,10
4,0.07038557529449463,0.056972019374370575,0,10
5,0.07090315222740173,0.04615047574043274,0,10
6,0.06935551017522812,0.05226077511906624,0,10
7,0.06941570341587067,0.03961474820971489,0,10
8,0.07099053263664246,0.04306551814079285,0,10
9,0.07025953382253647,0.050362151116132736,0,10
10,0.07082438468933105,0.04423568770289421,0,10
11,0.07050026208162308,0.04954090714454651,0,10
12,0.0699019581079483,0.042763568460941315,0,10
13,0.06858985871076584,0.05836768075823784,0,10
14,0.06976349651813507,0.05811658501625061,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.0697111189365387,0,10
2,0.06841433793306351,0.037780921906232834,0,10
3,0.06966547667980194,0.04665154218673706,0,10
4,0.07038557529449463,0.0458662211894989,0,10
5,0.07090315222740173,0.05759841948747635,0,10
6,0.06935551017522812,0.053773071616888046,0,10
7,0.06941570341587067,0.04546411335468292,0,10
8,0.07099053263664246,0.042615003883838654,0,10
9,0.07025953382253647,0.050762973725795746,0,10
10,0.07082438468933105,0.05724089592695236,0,10
11,0.07050026208162308,0.03794381022453308,0,10
12,0.0699019581079483,0.050003111362457275,0,10
13,0.06858985871076584,0.04071031138300896,0,10
14,0.06976349651813507,0.05058607831597328,0,10
15,0.06928721070289612,0.038615476340055466,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.0697111189365387,0,10
2,0.06841433793306351,0.04861928150057793,0,10
3,0.06966547667980194,0.04887128621339798,0,10
4,0.07038557529449463,0.04031944274902344,0,10
5,0.07090315222740173,0.06071212515234947,0,10
6,0.06935551017522812,0.045829031616449356,0,10
7,0.06941570341587067,0.028419112786650658,0,10
8,0.07099053263664246,0.04976671561598778,0,10
9,0.07025953382253647,0.0481170117855072,0,10
10,0.07082438468933105,0.04865368828177452,0,10
11,0.07050026208162308,0.04033104330301285,0,10
12,0.0699019581079483,0.04780092090368271,0,10
13,0.06858985871076584,0.02918960154056549,0,10
14,0.06976349651813507,0.0571223683655262,0,10
15,0.06928721070289612,0.04193698614835739,0,10
16,0.06997576355934143,0.06278309226036072,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.06599913537502289,0,10
2,0.06841433793306351,0.04699122905731201,0,10
3,0.06966547667980194,0.04719060659408569,0,10
4,0.07038557529449463,0.05722373351454735,0,10
5,0.07090315222740173,0.05941535159945488,0,10
6,0.06935551017522812,0.045829031616449356,0,10
7,0.06941570341587067,0.02600346878170967,0,10
8,0.07099053263664246,0.047499388456344604,0,10
9,0.07025953382253647,0.04433119297027588,0,10
10,0.07082438468933105,0.06110655888915062,0,10
11,0.07050026208162308,0.03541594371199608,0,10
12,0.0699019581079483,0.039998605847358704,0,10
13,0.06858985871076584,0.05760745704174042,0,10
14,0.06976349651813507,0.05006316304206848,0,10
15,0.06928721070289612,0.052904266864061356,0,10
16,0.06997576355934143,0.05062682181596756,0,10
17,0.06978625059127808,0.04996021091938019,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.0697111114859581,0,10
2,0.06841433793306351,0.02456831932067871,0,10
3,0.06966547667980194,0.0513002909719944,0,10
4,0.07038557529449463,0.05464944988489151,0,10
5,0.07090315222740173,0.053353201597929,0,10
6,0.06935551017522812,0.05012861639261246,0,10
7,0.06941570341587067,0.05508396774530411,0,10
8,0.07099053263664246,0.05303603783249855,0,10
9,0.07025953382253647,0.03945364058017731,0,10
10,0.07082438468933105,0.039648789912462234,0,10
11,0.07050026208162308,0.052911266684532166,0,10
12,0.0699019581079483,0.04738448187708855,0,10
13,0.06858985871076584,0.0237430352717638,0,10
14,0.06976349651813507,0.05994970351457596,0,10
15,0.06928721070289612,0.04123809561133385,0,10
16,0.06997576355934143,0.04754748195409775,0,10
17,0.06978625059127808,0.04758761450648308,0,10
18,0.06834635138511658,0.06252526491880417,0,10
0,0.06945762783288956,0.06945764273405075,0,10
1,0.0697111189365387,0.0697111189365387,0,10
2,0.06841433793306351,0.046142660081386566,0,10
3,0.06966547667980194,0.05352931097149849,0,10
4,0.07038557529449463,0.060885608196258545,0,10
5,0.07090315222740173,0.05425233766436577,0,10
6,0.06935551017522812,0.02752063237130642,0,10
7,0.06941570341587067,0.05263857543468475,0,10
8,0.07099053263664246,0.052390217781066895,0,10
9,0.07025953382253647,0.02762909233570099,0,10
10,0.07082438468933105,0.07082438468933105,0,10
11,0.07050026208162308,0.04621177911758423,0,10
12,0.0699019581079483,0.05086461082100868,0,10
13,0.06858985871076584,0.05150904506444931,0,10
14,0.06976349651813507,0.04736154526472092,0,10
15,0.06928721070289612,0.056618161499500275,0,10
16,0.06997576355934143,0.0458168089389801,0,10
17,0.06978625059127808,0.028761811554431915,0,10
18,0.06834635138511658,0.04230947047472,0,10
19,0.06955364346504211,0.047301169484853745,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.0697111189365387,0,10
2,0.06841433793306351,0.041037872433662415,0,10
3,0.06966547667980194,0.03834420442581177,0,10
4,0.07038557529449463,0.04559791088104248,0,10
5,0.07090315222740173,0.04497146233916283,0,10
6,0.06935551017522812,0.048253145068883896,0,10
7,0.06941570341587067,0.04850710555911064,0,10
8,0.07099053263664246,0.05755860358476639,0,10
9,0.07025953382253647,0.0380854457616806,0,10
10,0.07082438468933105,0.05649563670158386,0,10
11,0.07050026208162308,0.045620620250701904,0,10
12,0.0699019581079483,0.05315473675727844,0,10
13,0.06858985871076584,0.05144546926021576,0,10
14,0.06976349651813507,0.048918526619672775,0,10
15,0.06928721070289612,0.054720573127269745,0,10
16,0.06997576355934143,0.04452316090464592,0,10
17,0.06978625059127808,0.03789610415697098,0,10
18,0.06834635138511658,0.05526726320385933,0,10
19,0.06955364346504211,0.03951571136713028,0,10
20,0.07059147953987122,0.06442229449748993,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.06394962966442108,0,10
2,0.06841433793306351,0.04745427146553993,0,10
3,0.06966547667980194,0.04468667507171631,0,10
4,0.07038557529449463,0.04897803068161011,0,10
5,0.07090315222740173,0.05008334666490555,0,10
6,0.06935551017522812,0.05678683519363403,0,10
7,0.06941570341587067,0.055393293499946594,0,10
8,0.07099053263664246,0.04571444168686867,0,10
9,0.07025953382253647,0.07025954127311707,0,10
10,0.07082438468933105,0.04072555899620056,0,10
11,0.07050026208162308,0.07050025463104248,0,10
12,0.0699019581079483,0.05549180507659912,0,10
13,0.06858985871076584,0.02898336388170719,0,10
14,0.06976349651813507,0.048088133335113525,0,10
15,0.06928721070289612,0.050577111542224884,0,10
16,0.06997576355934143,0.05250433087348938,0,10
17,0.06978625059127808,0.045517027378082275,0,10
18,0.06834635138511658,0.05349894240498543,0,10
19,0.06955364346504211,0.04443588852882385,0,10
20,0.07059147953987122,0.054616425186395645,0,10
21,0.06862872838973999,0.04740713909268379,0,10
0,0.06945762783288956,0.06945765018463135,0,10
1,0.0697111189365387,0.0697111189365387,0,10
2,0.06841433793306351,0.052182070910930634,0,10
3,0.06966547667980194,0.0380978137254715,0,10
4,0.07038557529449463,0.04539742320775986,0,10
5,0.07090315222740173,0.048113394528627396,0,10
6,0.06935551017522812,0.055593449622392654,0,10
7,0.06941570341587067,0.05693238973617554,0,10
8,0.07099053263664246,0.04977656155824661,0,10
9,0.07025953382253647,0.0551314614713192,0,10
10,0.07082438468933105,0.05319414287805557,0,10
11,0.07050026208162308,0.054960042238235474,0,10
12,0.0699019581079483,0.04728274419903755,0,10
13,0.06858985871076584,0.05749543756246567,0,10
14,0.06976349651813507,0.058348704129457474,0,10
