x_next,nearest_anchor,dist_to_nearest_anchor,nearest_anchor_radius,escaped_nearest_ball
"[-1.1560537815093994, 0.04213360324501991]",0,0.03491811454296112,0.03491806611418724,False
"[-1.1855155229568481, 0.03820224478840828]",1,0.02972288429737091,0.029722897335886955,False
"[-1.2111318111419678, 0.034690774977207184]",2,0.025855842977762222,0.025855883955955505,False
"[-1.232236385345459, 0.03176653012633324]",3,0.021306201815605164,0.021306244656443596,False
"[-1.249553918838501, 0.029438551515340805]",4,0.017473306506872177,0.017473295331001282,False
"[-1.2638791799545288, 0.027451688423752785]",5,0.01446238998323679,0.014462392777204514,False
"[-1.2751505374908447, 0.025855807587504387]",6,0.011383774690330029,0.011383762583136559,False
"[-1.2830606698989868, 0.024877900257706642]",7,0.007970350794494152,0.00797039084136486,False
"[-1.2901848554611206, 0.023693924769759178]",8,0.007221898529678583,0.007221930660307407,False
"[-1.296043872833252, 0.022965427488088608]",9,0.005904133431613445,0.005904095713049173,False
"[-1.3005411624908447, 0.023658012971282005]",10,0.0045503065921366215,0.004550311714410782,False
"[-1.3042165040969849, 0.022982867434620857]",11,0.003736837999895215,0.0037368538323789835,False
"[-1.3063606023788452, 0.02284478209912777]",12,0.00214854022487998,0.0022270854096859694,False
"[-1.3082900047302246, 0.02262299880385399]",13,0.0019421074539422989,0.0019420651951804757,False
"[-1.3092787265777588, 0.022139672189950943]",14,0.0011005342239513993,0.0011005222331732512,False
"[-1.310823917388916, 0.022069280967116356]",15,0.0015467932680621743,0.001546840532682836,False
"[-1.3117791414260864, 0.022210875526070595]",16,0.0009656614274717867,0.0009656050824560225,False
"[-1.3129475116729736, 0.02221076563000679]",17,0.001168370246887207,0.0011683482443913817,False
"[-1.3129794597625732, 0.02221076563000679]",18,3.1948089599609375e-05,-3.672618913697079e-05,True
"[-1.3135077953338623, 0.02228717692196369]",19,0.0005338325281627476,0.000533788581378758,False
"[-1.3141849040985107, 0.022158078849315643]",20,0.00068930588895455,0.0006892802193760872,False
"[-1.3145548105239868, 0.022158078849315643]",21,0.0003699064254760742,-0.0003699078515637666,True
"[-1.3146703243255615, 0.022145377472043037]",22,0.00011620999430306256,0.00011625342449406162,False
"[-1.3147790431976318, 0.02212093025445938]",23,0.00011143365554744378,-0.00011840670049423352,True
"[-1.3149348497390747, 0.02212093025445938]",24,0.0001558065414428711,-0.00015585384971927851,True
"[-1.3151381015777588, 0.02212093025445938]",25,0.00020325183868408203,-0.00021217680478002876,True
"[-1.315146803855896, 0.02212093025445938]",26,8.702278137207031e-06,-1.389281442243373e-05,True
"[-1.315147042274475, 0.02212093025445938]",27,2.384185791015625e-07,3.8069840684329392e-06,False
"[-1.3155264854431152, 0.022106066346168518]",28,0.0003797341778408736,0.00037979354965500534,False
"[-1.3156543970108032, 0.022106066346168518]",29,0.00012791156768798828,-0.0001279358984902501,True
