anchor_idx,radius,max_dist,n_escaped,n_total
0,0.03491806611418724,0.03491811826825142,0,10
0,0.03491806611418724,0.034918125718832016,0,10
1,0.029722897335886955,0.029722951352596283,0,10
0,0.03491806611418724,0.03491811081767082,0,10
1,0.029722897335886955,0.029722953215241432,0,10
2,0.025855883955955505,0.02585587650537491,0,10
0,0.03491806611418724,0.034918125718832016,0,10
1,0.029722897335886955,0.029722947627305984,0,10
2,0.025855883955955505,0.025855911895632744,0,10
3,0.021306244656443596,0.021306287497282028,0,10
0,0.03491806611418724,0.034918107092380524,0,10
1,0.029722897335886955,0.0297229140996933,0,10
2,0.025855883955955505,0.025855939835309982,0,10
3,0.021306244656443596,0.021306270733475685,0,10
4,0.017473295331001282,0.01747334934771061,0,10
0,0.03491806611418724,0.034918125718832016,0,10
1,0.029722897335886955,0.029722902923822403,0,10
2,0.025855883955955505,0.025855934247374535,0,10
3,0.021306244656443596,0.021306302398443222,0,10
4,0.017473295331001282,0.017473353073000908,0,10
5,0.014462392777204514,0.014462443999946117,0,10
0,0.03491806611418724,0.03491809219121933,0,10
1,0.029722897335886955,0.029722947627305984,0,10
2,0.025855883955955505,0.025855939835309982,0,10
3,0.021306244656443596,0.021306276321411133,0,10
4,0.017473295331001282,0.017473330721259117,0,10
5,0.014462392777204514,0.014462421648204327,0,10
6,0.011383762583136559,0.011383814737200737,0,10
0,0.03491806611418724,0.03491811081767082,0,10
1,0.029722897335886955,0.029722953215241432,0,10
2,0.025855883955955505,0.025855930522084236,0,10
3,0.021306244656443596,0.02130628563463688,0,10
4,0.017473295331001282,0.017473336309194565,0,10
5,0.014462392777204514,0.014462441205978394,0,10
6,0.011383762583136559,0.01138378120958805,0,10
7,0.00797039084136486,0.007970436476171017,0,10
0,0.03491806611418724,0.03491811454296112,0,10
1,0.029722897335886955,0.029722942039370537,0,10
2,0.025855883955955505,0.02585594169795513,0,10
3,0.021306244656443596,0.02130628563463688,0,10
4,0.017473295331001282,0.017473330721259117,0,10
5,0.014462392777204514,0.01446245051920414,0,10
6,0.011383762583136559,0.011383804492652416,0,10
7,0.00797039084136486,0.007970444858074188,0,10
8,0.007221930660307407,0.007221950218081474,0,10
0,0.03491806611418724,0.03491808846592903,0,10
1,0.029722897335886955,0.02972293086349964,0,10
2,0.025855883955955505,0.02585592307150364,0,10
3,0.021306244656443596,0.021306296810507774,0,10
4,0.017473295331001282,0.017473341897130013,0,10
5,0.014462392777204514,0.01446242444217205,0,10
6,0.011383762583136559,0.011383815668523312,0,10
7,0.00797039084136486,0.007970448583364487,0,10
8,0.007221930660307407,0.007221981417387724,0,10
9,0.005904095713049173,0.005904145073145628,0,10
0,0.03491806611418724,0.034918107092380524,0,10
1,0.029722897335886955,0.029722929000854492,0,10
2,0.025855883955955505,0.025855932384729385,0,10
3,0.021306244656443596,0.021306289359927177,0,10
4,0.017473295331001282,0.01747334562242031,0,10
5,0.014462392777204514,0.014462441205978394,0,10
6,0.011383762583136559,0.011383822187781334,0,10
7,0.00797039084136486,0.007970444858074188,0,10
8,0.007221930660307407,0.0072219520807266235,0,10
9,0.005904095713049173,0.005904084071516991,0,10
10,0.004550311714410782,0.0045503126457333565,0,10
0,0.03491806611418724,0.034918125718832016,0,10
1,0.029722897335886955,0.02972295694053173,0,10
2,0.025855883955955505,0.025855939835309982,0,10
3,0.021306244656443596,0.021306270733475685,0,10
4,0.017473295331001282,0.017473343759775162,0,10
5,0.014462392777204514,0.014462445862591267,0,10
6,0.011383762583136559,0.011383812874555588,0,10
7,0.00797039084136486,0.007970418781042099,0,10
8,0.007221930660307407,0.007221985142678022,0,10
9,0.005904095713049173,0.005904152523726225,0,10
10,0.004550311714410782,0.0045502930879592896,0,10
11,0.0037368538323789835,0.0037369036581367254,0,10
0,0.03491806611418724,0.03491811081767082,0,10
1,0.029722897335886955,0.029722949489951134,0,10
2,0.025855883955955505,0.02585594356060028,0,10
3,0.021306244656443596,0.021306296810507774,0,10
4,0.017473295331001282,0.017473343759775162,0,10
5,0.014462392777204514,0.014462447725236416,0,10
6,0.011383762583136559,0.011383804492652416,0,10
7,0.00797039084136486,0.007970448583364487,0,10
8,0.007221930660307407,0.007221940904855728,0,10
9,0.005904095713049173,0.005904096178710461,0,10
10,0.004550311714410782,0.004550271667540073,0,10
11,0.0037368538323789835,0.0037368126213550568,0,10
12,0.0022270854096859694,0.00214854022487998,0,10
0,0.03491806611418724,0.034918103367090225,0,10
1,0.029722897335886955,0.029722940176725388,0,10
2,0.025855883955955505,0.025855930522084236,0,10
3,0.021306244656443596,0.021306294947862625,0,10
4,0.017473295331001282,0.01747334562242031,0,10
5,0.014462392777204514,0.01446243841201067,0,10
6,0.011383762583136559,0.011383815668523312,0,10
7,0.00797039084136486,0.007970448583364487,0,10
8,0.007221930660307407,0.007221982814371586,0,10
